აბატი	ɑbɑtʼɪ	ɑbɑtʼi
არაეთიკური	ɑrɑɛtʰɪkʼurɪ	ɑrɑɛtʰikʼuri
არაეკონომიურად	ɑrɑɛkʼɔnɔmɪurɑd	ɑrɑɛkʼɔnɔmiurɑd
არაერთხელ	ɑrɑɛrtʰχɛl	ɑrɑɛrtʰxɛl
არავინ	ɑrɑvɪn	ɑrɑvin
არათანმიმდევრულად	ɑrɑtʰɑnmɪmdɛvrulɑd	ɑrɑtʰɑnmimdɛvrulɑd
არაკი	ɑrɑkʼɪ	ɑrɑkʼi
არაკონსტიტუციურად	ɑrɑkʼɔnstʼɪtʼutsɪurɑd	ɑrɑkʼɔnstʼitʼutsiurɑd
არალოგიკურად	ɑrɑlɔɡɪkʼurɑd	ɑrɑlɔɡikʼurɑd
არალოგიკური	ɑrɑlɔɡɪkʼurɪ	ɑrɑlɔɡikʼuri
არალოიალურად	ɑrɑlɔɪɑlurɑd	ɑrɑlɔiɑlurɑd
არამეგობრული	ɑrɑmɛɡɔbrulɪ	ɑrɑmɛɡɔbruli
არამეცნიერულად	ɑrɑmɛtsnɪɛrulɑd	ɑrɑmɛtsniɛrulɑd
არამიმზიდველად	ɑrɑmɪmzɪdvɛlɑd	ɑrɑmimzidvɛlɑd
არამოხდენილად	ɑrɑmɔχdɛnɪlɑd	ɑrɑmɔxdɛnilɑd
არამსგავსი	ɑrɑmsɡɑvsɪ	ɑrɑmsɡɑvsi
არამყარი	ɑrɑmqʼɑrɪ	ɑrɑmqʼɑri
არანაირად	ɑrɑnɑɪrɑd	ɑrɑnɑirɑd
არანორმალური	ɑrɑnɔrmɑlurɪ	ɑrɑnɔrmɑluri
არაორგანული	ɑrɑɔrɡɑnulɪ	ɑrɑɔrɡɑnuli
არაოფიციალურად	ɑrɑɔpʰɪtsɪɑlurɑd	ɑrɑɔpʰitsiɑlurɑd
არაპატრიოტულად	ɑrɑpʼɑtʼrɪɔtʼulɑd	ɑrɑpʼɑtʼriɔtʼulɑd
არაპირდაპირად	ɑrɑpʼɪrdɑpʼɪrɑd	ɑrɑpʼirdɑpʼirɑd
არაპირდაპირი	ɑrɑpʼɪrdɑpʼɪrɪ	ɑrɑpʼirdɑpʼiri
არაპროპორციულად	ɑrɑpʼrɔpʼɔrtsɪulɑd	ɑrɑpʼrɔpʼɔrtsiulɑd
არარეალოისტურად	ɑrɑrɛɑlɔɪstʼurɑd	ɑrɑrɛɑlɔistʼurɑd
არარეალური	ɑrɑrɛɑlurɪ	ɑrɑrɛɑluri
არარომანტიკულად	ɑrɑrɔmɑntʼɪkʼulɑd	ɑrɑrɔmɑntʼikʼulɑd
არასაიმედო	ɑrɑsɑɪmɛdɔ	ɑrɑsɑimɛdɔ
არასაიმედოდ	ɑrɑsɑɪmɛdɔd	ɑrɑsɑimɛdɔd
არასაკმარისად	ɑrɑsɑkʼmɑrɪsɑd	ɑrɑsɑkʼmɑrisɑd
არასაკმარისი	ɑrɑsɑkʼmɑrɪsɪ	ɑrɑsɑkʼmɑrisi
არასამართლიანად	ɑrɑsɑmɑrtʰlɪɑnɑd	ɑrɑsɑmɑrtʰliɑnɑd
არასასიამოვნოდ	ɑrɑsɑsɪɑmɔvnɔd	ɑrɑsɑsiɑmɔvnɔd
არასაჭირო	ɑrɑsɑtʃʼɪrɔ	ɑrɑsɑtʃʼirɔ
არასეზონური	ɑrɑsɛzɔnurɪ	ɑrɑsɛzɔnuri
არასექსუალური	ɑrɑsɛkʰsuɑlurɪ	ɑrɑsɛkʰsuɑluri
არასისტემატურად	ɑrɑsɪstʼɛmɑtʼurɑd	ɑrɑsistʼɛmɑtʼurɑd
არასპეციფიკურად	ɑrɑspʼɛtsɪpʰɪkʼurɑd	ɑrɑspʼɛtsipʰikʼurɑd
არასრული	ɑrɑsrulɪ	ɑrɑsruli
არასრულყოფილად	ɑrɑsrulqʼɔpʰɪlɑd	ɑrɑsrulqʼɔpʰilɑd
არასწორი	ɑrɑstsʼɔrɪ	ɑrɑstsʼɔri
არატიპიურად	ɑrɑtʼɪpʼɪurɑd	ɑrɑtʼipʼiurɑd
არაფორმალური	ɑrɑpʰɔrmɑlurɪ	ɑrɑpʰɔrmɑluri
არაჩვეულებრივად	ɑrɑtʃvɛulɛbrɪvɑd	ɑrɑtʃvɛulɛbrivɑd
არაჩვეულებრივი	ɑrɑtʃvɛulɛbrɪvɪ	ɑrɑtʃvɛulɛbrivi
არაწესიერად	ɑrɑtsʼɛsɪɛrɑd	ɑrɑtsʼɛsiɛrɑd
არაწესიერი	ɑrɑtsʼɛsɪɛrɪ	ɑrɑtsʼɛsiɛri
არახელსაყრელად	ɑrɑχɛlsɑqʼrɛlɑd	ɑrɑxɛlsɑqʼrɛlɑd
არახჩინი	ɑrɑχtʃɪnɪ	ɑrɑxtʃini
არაჰიგიენურად	ɑrɑhɪɡɪɛnurɑd	ɑrɑhiɡiɛnurɑd
არაჰიგიენური	ɑrɑhɪɡɪɛnurɪ	ɑrɑhiɡiɛnuri
არაჰუმანური	ɑrɑhumɑnurɪ	ɑrɑhumɑnuri
არბიტრი	ɑrbɪtʼrɪ	ɑrbitʼri
არგენტინად	ɑrɡɛntʼɪnɑd	ɑrɡɛntʼinɑd
არგენტინამ	ɑrɡɛntʼɪnɑm	ɑrɡɛntʼinɑm
არგენტინას	ɑrɡɛntʼɪnɑs	ɑrɡɛntʼinɑs
არგენტინით	ɑrɡɛntʼɪnɪtʰ	ɑrɡɛntʼinitʰ
არგენტინის	ɑrɡɛntʼɪnɪs	ɑrɡɛntʼinis
არგუმენტაცია	ɑrɡumɛntʼɑtsɪɑ	ɑrɡumɛntʼɑtsiɑ
არგუმენტი	ɑrɡumɛntʼɪ	ɑrɡumɛntʼi
არგუსი	ɑrɡusɪ	ɑrɡusi
არია	ɑrɪɑ	ɑriɑ
არიან	ɑrɪɑn	ɑriɑn
არიერგარდი	ɑrɪɛrɡɑrdɪ	ɑriɛrɡɑrdi
არითმეტიკა	ɑrɪtʰmɛtʼɪkʼɑ	ɑritʰmɛtʼikʼɑ
არითმეტიკულად	ɑrɪtʰmɛtʼɪkʼulɑd	ɑritʰmɛtʼikʼulɑd
არითმეტიკული	ɑrɪtʰmɛtʼɪkʼulɪ	ɑritʰmɛtʼikʼuli
არითმომეტრი	ɑrɪtʰmɔmɛtʼrɪ	ɑritʰmɔmɛtʼri
არიმანი	ɑrɪmɑnɪ	ɑrimɑni
არისტოკრატი	ɑrɪstʼɔkʼrɑtʼɪ	ɑristʼɔkʼrɑtʼi
არისტოკრატია	ɑrɪstʼɔkʼrɑtʼɪɑ	ɑristʼɔkʼrɑtʼiɑ
არისტოკრატულად	ɑrɪstʼɔkʼrɑtʼulɑd	ɑristʼɔkʼrɑtʼulɑd
არიული	ɑrɪulɪ	ɑriuli
არმია	ɑrmɪɑ	ɑrmiɑ
არმიად	ɑrmɪɑd	ɑrmiɑd
არმიამ	ɑrmɪɑm	ɑrmiɑm
არმიას	ɑrmɪɑs	ɑrmiɑs
არმიით	ɑrmɪɪtʰ	ɑrmiitʰ
არმიის	ɑrmɪɪs	ɑrmiis
არმოსავლეთისა	ɑrmɔsɑvlɛtʰɪsɑ	ɑrmɔsɑvlɛtʰisɑ
არნახული	ɑrnɑχulɪ	ɑrnɑxuli
არნიკა	ɑrnɪkʼɑ	ɑrnikʼɑ
არსებები	ɑrsɛbɛbɪ	ɑrsɛbɛbi
არსებითად	ɑrsɛbɪtʰɑd	ɑrsɛbitʰɑd
არსებული	ɑrsɛbulɪ	ɑrsɛbuli
არსენალი	ɑrsɛnɑlɪ	ɑrsɛnɑli
არტერია	ɑrtʼɛrɪɑ	ɑrtʼɛriɑ
არტერიული	ɑrtʼɛrɪulɪ	ɑrtʼɛriuli
არტიკულირებულად	ɑrtʼɪkʼulɪrɛbulɑd	ɑrtʼikʼulirɛbulɑd
არტილერია	ɑrtʼɪlɛrɪɑ	ɑrtʼilɛriɑ
არტილერისტი	ɑrtʼɪlɛrɪstʼɪ	ɑrtʼilɛristʼi
არტისტი	ɑrtʼɪstʼɪ	ɑrtʼistʼi
არტისტიზმი	ɑrtʼɪstʼɪzmɪ	ɑrtʼistʼizmi
არტისტულად	ɑrtʼɪstʼulɑd	ɑrtʼistʼulɑd
არტისტული	ɑrtʼɪstʼulɪ	ɑrtʼistʼuli
არტიშოკი	ɑrtʼɪʃɔkʼɪ	ɑrtʼiʃɔkʼi
არქაიზმი	ɑrkʰɑɪzmɪ	ɑrkʰɑizmi
არქაული	ɑrkʰɑulɪ	ɑrkʰɑuli
არქეოლოგი	ɑrkʰɛɔlɔɡɪ	ɑrkʰɛɔlɔɡi
არქეოლოგია	ɑrkʰɛɔlɔɡɪɑ	ɑrkʰɛɔlɔɡiɑ
არქეოლოგიური	ɑrkʰɛɔlɔɡɪurɪ	ɑrkʰɛɔlɔɡiuri
არქეტიპური	ɑrkʰɛtʼɪpʼurɪ	ɑrkʰɛtʼipʼuri
არქიდიაკონი	ɑrkʰɪdɪɑkʼɔnɪ	ɑrkʰidiɑkʼɔni
არქივარიუსი	ɑrkʰɪvɑrɪusɪ	ɑrkʰivɑriusi
არქივი	ɑrkʰɪvɪ	ɑrkʰivi
არქიტექტურა	ɑrkʰɪtʼɛkʰtʼurɑ	ɑrkʰitʼɛkʰtʼurɑ
არქიტექტურულად	ɑrkʰɪtʼɛkʰtʼurulɑd	ɑrkʰitʼɛkʰtʼurulɑd
არქტიკული	ɑrkʰtʼɪkʼulɪ	ɑrkʰtʼikʼuli
არჩევანი	ɑrtʃɛvɑnɪ	ɑrtʃɛvɑni
არჩევითი	ɑrtʃɛvɪtʰɪ	ɑrtʃɛvitʰi
არხი	ɑrχɪ	ɑrxi
ასაკი	ɑsɑkʼɪ	ɑsɑkʼi
ასაკოვანი	ɑsɑkʼɔvɑnɪ	ɑsɑkʼɔvɑni
ასალი	ɑsɑlɪ	ɑsɑli
ასანთი	ɑsɑntʰɪ	ɑsɑntʰi
ასატანი	ɑsɑtʼɑnɪ	ɑsɑtʼɑni
ასეთი	ɑsɛtʰɪ	ɑsɛtʰi
ასექსუალური	ɑsɛkʰsuɑlurɪ	ɑsɛkʰsuɑluri
ასიმეტრია	ɑsɪmɛtʼrɪɑ	ɑsimɛtʼriɑ
ასიმეტრიულად	ɑsɪmɛtʼrɪulɑd	ɑsimɛtʼriulɑd
ასიმეტრიული	ɑsɪmɛtʼrɪulɪ	ɑsimɛtʼriuli
ასიმილაცია	ɑsɪmɪlɑtsɪɑ	ɑsimilɑtsiɑ
ასიმპტოტურად	ɑsɪmpʼtʼɔtʼurɑd	ɑsimpʼtʼɔtʼurɑd
ასისტენტი	ɑsɪstʼɛntʼɪ	ɑsistʼɛntʼi
ასკეტური	ɑskʼɛtʼurɪ	ɑskʼɛtʼuri
ასკილი	ɑskʼɪlɪ	ɑskʼili
ასლი	ɑslɪ	ɑsli
ასოთამწყობი	ɑsɔtʰɑmtsʼqʼɔbɪ	ɑsɔtʰɑmtsʼqʼɔbi
ასორტი	ɑsɔrtʼɪ	ɑsɔrtʼi
ასოციაცია	ɑsɔtsɪɑtsɪɑ	ɑsɔtsiɑtsiɑ
ასპარეზი	ɑspʼɑrɛzɪ	ɑspʼɑrɛzi
ასპექტური	ɑspʼɛkʰtʼurɪ	ɑspʼɛkʰtʼuri
ასპიდისტრა	ɑspʼɪdɪstʼrɑ	ɑspʼidistʼrɑ
ასპირატი	ɑspʼɪrɑtʼɪ	ɑspʼirɑtʼi
ასპირინი	ɑspʼɪrɪnɪ	ɑspʼirini
ასტეროიდი	ɑstʼɛrɔɪdɪ	ɑstʼɛrɔidi
ასტიგმატიზმი	ɑstʼɪɡmɑtʼɪzmɪ	ɑstʼiɡmɑtʼizmi
ასტრალური	ɑstʼrɑlurɪ	ɑstʼrɑluri
ასტროლაბი	ɑstʼrɔlɑbɪ	ɑstʼrɔlɑbi
ასტროლოგი	ɑstʼrɔlɔɡɪ	ɑstʼrɔlɔɡi
ასტრონომი	ɑstʼrɔnɔmɪ	ɑstʼrɔnɔmi
ასტრონომიულად	ɑstʼrɔnɔmɪulɑd	ɑstʼrɔnɔmiulɑd
ასტრონომიული	ɑstʼrɔnɔmɪulɪ	ɑstʼrɔnɔmiuli
ასფალტი	ɑspʰɑltʼɪ	ɑspʰɑltʼi
ასფიქსია	ɑspʰɪkʰsɪɑ	ɑspʰikʰsiɑ
ასწლიანი	ɑstsʼlɪɑnɪ	ɑstsʼliɑni
ატავიზმი	ɑtʼɑvɪzmɪ	ɑtʼɑvizmi
ატავისტური	ɑtʼɑvɪstʼurɪ	ɑtʼɑvistʼuri
ატელიე	ɑtʼɛlɪɛ	ɑtʼɛliɛ
ატესტატი	ɑtʼɛstʼɑtʼɪ	ɑtʼɛstʼɑtʼi
ატიკური	ɑtʼɪkʼurɪ	ɑtʼikʼuri
ატიპურად	ɑtʼɪpʼurɑd	ɑtʼipʼurɑd
ატიპური	ɑtʼɪpʼurɪ	ɑtʼipʼuri
ატლანტი	ɑtʼlɑntʼɪ	ɑtʼlɑntʼi
ატლასი	ɑtʼlɑsɪ	ɑtʼlɑsi
ატმოსფერული	ɑtʼmɔspʰɛrulɪ	ɑtʼmɔspʰɛruli
ატოლი	ɑtʼɔlɪ	ɑtʼɔli
ატომი	ɑtʼɔmɪ	ɑtʼɔmi
ატომური	ɑtʼɔmurɪ	ɑtʼɔmuri
ატრიალებს	ɑtʼrɪɑlɛbs	ɑtʼriɑlɛbs
ატროფია	ɑtʼrɔpʰɪɑ	ɑtʼrɔpʰiɑ
აუდიტი	ɑudɪtʼɪ	ɑuditʼi
აუდიტორი	ɑudɪtʼɔrɪ	ɑuditʼɔri
აუდიტორია	ɑudɪtʼɔrɪɑ	ɑuditʼɔriɑ
აუზით	ɑuzɪtʰ	ɑuzitʰ
აუზის	ɑuzɪs	ɑuzis
აუმღვრეველი	ɑumʁvrɛvɛlɪ	ɑumɣvrɛvɛli
აუმღვრევლობა	ɑumʁvrɛvlɔbɑ	ɑumɣvrɛvlɔbɑ
აურაცხელი	ɑurɑtsχɛlɪ	ɑurɑtsxɛli
აურზაური	ɑurzɑurɪ	ɑurzɑuri
აუტანელი	ɑutʼɑnɛlɪ	ɑutʼɑnɛli
აუტსაიდერი	ɑutʼsɑɪdɛrɪ	ɑutʼsɑidɛri
აუქციონი	ɑukʰtsɪɔnɪ	ɑukʰtsiɔni
აუღელვებელი	ɑuʁɛlvɛbɛlɪ	ɑuɣɛlvɛbɛli
აუღელვებლად	ɑuʁɛlvɛblɑd	ɑuɣɛlvɛblɑd
აუღელვებლობა	ɑuʁɛlvɛblɔbɑ	ɑuɣɛlvɛblɔbɑ
აუჩქარებელი	ɑutʃkʰɑrɛbɛlɪ	ɑutʃkʰɑrɛbɛli
აუცილებელი	ɑutsɪlɛbɛlɪ	ɑutsilɛbɛli
აუცილებლობა	ɑutsɪlɛblɔbɑ	ɑutsilɛblɔbɑ
აუწერელი	ɑutsʼɛrɛlɪ	ɑutsʼɛrɛli
აუხსნელად	ɑuχsnɛlɑd	ɑuxsnɛlɑd
აუხსნელი	ɑuχsnɛlɪ	ɑuxsnɛli
აფიქსი	ɑpʰɪkʰsɪ	ɑpʰikʰsi
აფიშა	ɑpʰɪʃɑ	ɑpʰiʃɑ
აფორიაქებულად	ɑpʰɔrɪɑkʰɛbulɑd	ɑpʰɔriɑkʰɛbulɑd
აფრიკა	ɑpʰrɪkʼɑ	ɑpʰrikʼɑ
აფრიკული	ɑpʰrɪkʼulɪ	ɑpʰrikʼuli
აფსიდა	ɑpʰsɪdɑ	ɑpʰsidɑ
აფსკი	ɑpʰskʼɪ	ɑpʰskʼi
აფხაზეთად	ɑpʰχɑzɛtʰɑd	ɑpʰxɑzɛtʰɑd
აფხაზეთით	ɑpʰχɑzɛtʰɪtʰ	ɑpʰxɑzɛtʰitʰ
აფხაზეთის	ɑpʰχɑzɛtʰɪs	ɑpʰxɑzɛtʰis
აფხაზეთმა	ɑpʰχɑzɛtʰmɑ	ɑpʰxɑzɛtʰmɑ
აფხაზეთს	ɑpʰχɑzɛtʰs	ɑpʰxɑzɛtʰs
აქატი	ɑkʰɑtʼɪ	ɑkʰɑtʼi
აქაფებული	ɑkʰɑpʰɛbulɪ	ɑkʰɑpʰɛbuli
აქერცლილი	ɑkʰɛrtslɪlɪ	ɑkʰɛrtslili
აქილევსი	ɑkʰɪlɛvsɪ	ɑkʰilɛvsi
აქსიომა	ɑkʰsɪɔmɑ	ɑkʰsiɔmɑ
აქსიომურად	ɑkʰsɪɔmurɑd	ɑkʰsiɔmurɑd
აქსიომური	ɑkʰsɪɔmurɪ	ɑkʰsiɔmuri
აქტივაცია	ɑkʰtʼɪvɑtsɪɑ	ɑkʰtʼivɑtsiɑ
აქტივისტი	ɑkʰtʼɪvɪstʼɪ	ɑkʰtʼivistʼi
აქციზი	ɑkʰtsɪzɪ	ɑkʰtsizi
აქციონერი	ɑkʰtsɪɔnɛrɪ	ɑkʰtsiɔnɛri
აღარ	ɑʁɑr	ɑɣɑr
აღბეჭდილი	ɑʁbɛtʃʼdɪlɪ	ɑɣbɛtʃʼdili
აღგზნებული	ɑʁɡznɛbulɪ	ɑɣɡznɛbuli
აღდგენადი	ɑʁdɡɛnɑdɪ	ɑɣdɡɛnɑdi
აღელვებით	ɑʁɛlvɛbɪtʰ	ɑɣɛlvɛbitʰ
აღელვებულად	ɑʁɛlvɛbulɑd	ɑɣɛlvɛbulɑd
აღელვებული	ɑʁɛlvɛbulɪ	ɑɣɛlvɛbuli
აღვირახსნილი	ɑʁvɪrɑχsnɪlɪ	ɑɣvirɑxsnili
აღვირი	ɑʁvɪrɪ	ɑɣviri
აღზრდილი	ɑʁzrdɪlɪ	ɑɣzrdili
აღმართი	ɑʁmɑrtʰɪ	ɑɣmɑrtʰi
აღმაფრენა	ɑʁmɑpʰrɛnɑ	ɑɣmɑpʰrɛnɑ
აღმგზნები	ɑʁmɡznɛbɪ	ɑɣmɡznɛbi
აღმზრდელი	ɑʁmzrdɛlɪ	ɑɣmzrdɛli
აღმოაჩენს	ɑʁmɔɑtʃɛns	ɑɣmɔɑtʃɛns
აღმოსავლეთისაკენ	ɑʁmɔsɑvlɛtʰɪsɑkʼɛn	ɑɣmɔsɑvlɛtʰisɑkʼɛn
აღმოსავლეთისკენ	ɑʁmɔsɑvlɛtʰɪskʼɛn	ɑɣmɔsɑvlɛtʰiskʼɛn
აღმოსავლური	ɑʁmɔsɑvlurɪ	ɑɣmɔsɑvluri
აღმოუფხვრელი	ɑʁmɔupʰχvrɛlɪ	ɑɣmɔupʰxvrɛli
აღმოცენებული	ɑʁmɔtsɛnɛbulɪ	ɑɣmɔtsɛnɛbuli
აღმქმელი	ɑʁmkʰmɛlɪ	ɑɣmkʰmɛli
აღნიშვნა	ɑʁnɪʃvnɑ	ɑɣniʃvnɑ
აღორძინებული	ɑʁɔrdzɪnɛbulɪ	ɑɣɔrdzinɛbuli
აღტაცებით	ɑʁtʼɑtsɛbɪtʰ	ɑɣtʼɑtsɛbitʰ
აღტაცებულად	ɑʁtʼɑtsɛbulɑd	ɑɣtʼɑtsɛbulɑd
აღტაცებული	ɑʁtʼɑtsɛbulɪ	ɑɣtʼɑtsɛbuli
აღქმა	ɑʁkʰmɑ	ɑɣkʰmɑ
აღქმადი	ɑʁkʰmɑdɪ	ɑɣkʰmɑdi
აღშფოთებულად	ɑʁʃpʰɔtʰɛbulɑd	ɑɣʃpʰɔtʰɛbulɑd
აღშფოთებული	ɑʁʃpʰɔtʰɛbulɪ	ɑɣʃpʰɔtʰɛbuli
აღწერამ	ɑʁtsʼɛrɑm	ɑɣtsʼɛrɑm
აღწერას	ɑʁtsʼɛrɑs	ɑɣtsʼɛrɑs
აღწერით	ɑʁtsʼɛrɪtʰ	ɑɣtsʼɛritʰ
აღწერითად	ɑʁtsʼɛrɪtʰɑd	ɑɣtsʼɛritʰɑd
აღწერითი	ɑʁtsʼɛrɪtʰɪ	ɑɣtsʼɛritʰi
აღწერის	ɑʁtsʼɛrɪs	ɑɣtsʼɛris
აყალმაყალი	ɑqʼɑlmɑqʼɑlɪ	ɑqʼɑlmɑqʼɑli
აყირო	ɑqʼɪrɔ	ɑqʼirɔ
აშიკობა	ɑʃɪkʼɔbɑ	ɑʃikʼɔbɑ
აჩრდილი	ɑtʃrdɪlɪ	ɑtʃrdili
აცდენილი	ɑtsdɛnɪlɪ	ɑtsdɛnili
აცეტატი	ɑtsɛtʼɑtʼɪ	ɑtsɛtʼɑtʼi
აწეული	ɑtsʼɛulɪ	ɑtsʼɛuli
აწმყოთი	ɑtsʼmqʼɔtʰɪ	ɑtsʼmqʼɔtʰi
აწოწილი	ɑtsʼɔtsʼɪlɪ	ɑtsʼɔtsʼili
ახალ	ɑχɑl	ɑxɑl
ახალგაზრდული	ɑχɑlɡɑzrdulɪ	ɑxɑlɡɑzrduli
ახალთახალი	ɑχɑltʰɑχɑlɪ	ɑxɑltʰɑxɑli
ახალმოდური	ɑχɑlmɔdurɪ	ɑxɑlmɔduri
ახდა	ɑχdɑ	ɑxdɑ
ახვარი	ɑχvɑrɪ	ɑxvɑri
ახველებს	ɑχvɛlɛbs	ɑxvɛlɛbs
ახირებულად	ɑχɪrɛbulɑd	ɑxirɛbulɑd
ახლად	ɑχlɑd	ɑxlɑd
ახლანდელი	ɑχlɑndɛlɪ	ɑxlɑndɛli
ახლახან	ɑχlɑχɑn	ɑxlɑxɑn
ახლებურად	ɑχlɛburɑd	ɑxlɛburɑd
ახლო	ɑχlɔ	ɑxlɔ
ახლობელი	ɑχlɔbɛlɪ	ɑxlɔbɛli
ახლომდებარე	ɑχlɔmdɛbɑrɛ	ɑxlɔmdɛbɑrɛ
ახლომხედველი	ɑχlɔmχɛdvɛlɪ	ɑxlɔmxɛdvɛli
ახლოს	ɑχlɔs	ɑxlɔs
ახოვანი	ɑχɔvɑnɪ	ɑxɔvɑni
ახსნილი	ɑχsnɪlɪ	ɑxsnili
ბაბილონი	bɑbɪlɔnɪ	bɑbilɔni
ბაგაჟი	bɑɡɑʒɪ	bɑɡɑʒi
ბაგირი	bɑɡɪrɪ	bɑɡiri
ბაგრატი	bɑɡrɑtʼɪ	bɑɡrɑtʼi
ბადისებრი	bɑdɪsɛbrɪ	bɑdisɛbri
ბადმინტონი	bɑdmɪntʼɔnɪ	bɑdmintʼɔni
ბავშვური	bɑvʃvurɪ	bɑvʃvuri
ბაზალტი	bɑzɑltʼɪ	bɑzɑltʼi
ბაზილიკა	bɑzɪlɪkʼɑ	bɑzilikʼɑ
ბაზისი	bɑzɪsɪ	bɑzisi
ბათქაბუთქი	bɑtʰkʰɑbutʰkʰɪ	bɑtʰkʰɑbutʰkʰi
ბაიაობა	bɑɪɑɔbɑ	bɑiɑɔbɑ
ბაირამი	bɑɪrɑmɪ	bɑirɑmi
ბაკალავრი	bɑkʼɑlɑvrɪ	bɑkʼɑlɑvri
ბაკანი	bɑkʼɑnɪ	bɑkʼɑni
ბაკი	bɑkʼɪ	bɑkʼi
ბალანსი	bɑlɑnsɪ	bɑlɑnsi
ბალასტი	bɑlɑstʼɪ	bɑlɑstʼi
ბალახიანი	bɑlɑχɪɑnɪ	bɑlɑxiɑni
ბალდახინი	bɑldɑχɪnɪ	bɑldɑxini
ბალერინა	bɑlɛrɪnɑ	bɑlɛrinɑ
ბალეტი	bɑlɛtʼɪ	bɑlɛtʼi
ბალზამი	bɑlzɑmɪ	bɑlzɑmi
ბალიში	bɑlɪʃɪ	bɑliʃi
ბალონი	bɑlɔnɪ	bɑlɔni
ბამბის	bɑmbɪs	bɑmbis
ბამბუკი	bɑmbukʼɪ	bɑmbukʼi
ბამი	bɑmɪ	bɑmi
ბანდიტი	bɑndɪtʼɪ	bɑnditʼi
ბანდიტიზმი	bɑndɪtʼɪzmɪ	bɑnditʼizmi
ბანკეტი	bɑnkʼɛtʼɪ	bɑnkʼɛtʼi
ბანკი	bɑnkʼɪ	bɑnkʼi
ბანკით	bɑnkʼɪtʰ	bɑnkʼitʰ
ბანკირი	bɑnkʼɪrɪ	bɑnkʼiri
ბანკის	bɑnkʼɪs	bɑnkʼis
ბანკროტი	bɑnkʼrɔtʼɪ	bɑnkʼrɔtʼi
ბანჯგვლიანი	bɑndʒɡvlɪɑnɪ	bɑndʒɡvliɑni
ბაობაბი	bɑɔbɑbɪ	bɑɔbɑbi
ბაჟი	bɑʒɪ	bɑʒi
ბარაქიანად	bɑrɑkʰɪɑnɑd	bɑrɑkʰiɑnɑd
ბარაქიანი	bɑrɑkʰɪɑnɪ	bɑrɑkʰiɑni
ბარბაროსული	bɑrbɑrɔsulɪ	bɑrbɑrɔsuli
ბარბაცით	bɑrbɑtsɪtʰ	bɑrbɑtsitʰ
ბარბითი	bɑrbɪtʰɪ	bɑrbitʰi
ბარგი	bɑrɡɪ	bɑrɡi
ბარელიეფი	bɑrɛlɪɛpʰɪ	bɑrɛliɛpʰi
ბარიერი	bɑrɪɛrɪ	bɑriɛri
ბარიკადა	bɑrɪkʼɑdɑ	bɑrikʼɑdɑ
ბარიტონი	bɑrɪtʼɔnɪ	bɑritʼɔni
ბარიუმი	bɑrɪumɪ	bɑriumi
ბარკასი	bɑrkʼɑsɪ	bɑrkʼɑsi
ბარმენი	bɑrmɛnɪ	bɑrmɛni
ბარომეტრი	bɑrɔmɛtʼrɪ	bɑrɔmɛtʼri
ბარომეტრული	bɑrɔmɛtʼrulɪ	bɑrɔmɛtʼruli
ბარონი	bɑrɔnɪ	bɑrɔni
ბარძიმი	bɑrdzɪmɪ	bɑrdzimi
ბასილი	bɑsɪlɪ	bɑsili
ბასილისკო	bɑsɪlɪskʼɔ	bɑsiliskʼɔ
ბასკი	bɑskʼɪ	bɑskʼi
ბატალიონი	bɑtʼɑlɪɔnɪ	bɑtʼɑliɔni
ბატატი	bɑtʼɑtʼɪ	bɑtʼɑtʼi
ბატისტი	bɑtʼɪstʼɪ	bɑtʼistʼi
ბატკანი	bɑtʼkʼɑnɪ	bɑtʼkʼɑni
ბაქიაობა	bɑkʰɪɑɔbɑ	bɑkʰiɑɔbɑ
ბაქიობა	bɑkʰɪɔbɑ	bɑkʰiɔbɑ
ბაქტერიოლოგი	bɑkʰtʼɛrɪɔlɔɡɪ	bɑkʰtʼɛriɔlɔɡi
ბაქტერიული	bɑkʰtʼɛrɪulɪ	bɑkʰtʼɛriuli
ბაყალი	bɑqʼɑlɪ	bɑqʼɑli
ბაძგი	bɑdzɡɪ	bɑdzɡi
ბაჭია	bɑtʃʼɪɑ	bɑtʃʼiɑ
ბაჰარი	bɑhɑrɪ	bɑhɑri
ბგერითი	bɡɛrɪtʰɪ	bɡɛritʰi
ბებკი	bɛbkʼɪ	bɛbkʼi
ბებრული	bɛbrulɪ	bɛbruli
ბებრუხანა	bɛbruχɑnɑ	bɛbruxɑnɑ
ბებრუხუნა	bɛbruχunɑ	bɛbruxunɑ
ბეგი	bɛɡɪ	bɛɡi
ბეგონია	bɛɡɔnɪɑ	bɛɡɔniɑ
ბედისწერა	bɛdɪstsʼɛrɑ	bɛdistsʼɛrɑ
ბედნიერად	bɛdnɪɛrɑd	bɛdniɛrɑd
ბედნიერება	bɛdnɪɛrɛbɑ	bɛdniɛrɛbɑ
ბედნიერი	bɛdnɪɛrɪ	bɛdniɛri
ბედშავი	bɛdʃɑvɪ	bɛdʃɑvi
ბეზმენი	bɛzmɛnɪ	bɛzmɛni
ბეისბოლი	bɛɪsbɔlɪ	bɛisbɔli
ბეკონი	bɛkʼɔnɪ	bɛkʼɔni
ბელგიური	bɛlɡɪurɪ	bɛlɡiuri
ბელგრადი	bɛlɡrɑdɪ	bɛlɡrɑdi
